view_id,track_id,object_class,northing,easting,speed,stop_probability
3,1,truck,19.15376008383464,-234.5036616292782,0.3003144699362837,0.0
3,2,truck,37.848765834234655,-90.30680890893564,0.1575410891770252,0.0
3,3,car,110.25660242978483,221.05665733618665,0.0668127586404387,0.0
3,5,truck,94.36871979467104,260.78274626797065,0.0782684442550537,0.41717121263095
3,8,car,85.9549436509842,228.25993117550388,0.1925401354889988,0.4055099590291827
3,9,car,37.21727617469151,-290.5481332237832,0.22692984801234,0.3685214171222151
3,11,car,17.92036973661743,275.4391855020076,0.04821528903473333,0.4476998923801289
3,12,car,0.1322364403167739,-285.55955155799165,0.0,0.0
3,13,car,112.80669368896632,246.6466924897395,0.2169277622174796,0.4589112931103979
3,16,car,7.78080087073613,-208.7888979190029,0.1155014462625089,0.4408590970635096
3,17,car,42.95584807859268,-297.5848129298538,0.0337906386534761,0.0
3,18,car,80.59244686132297,277.2054578238167,0.8516561886667617,0.3760767667941198
3,19,car,80.10328118142206,-295.58857781626284,0.2207530076277128,0.3716308485802443
3,21,car,32.87445134820882,-127.51753637799992,0.0522548037142343,0.0
3,22,car,28.0605516085634,-276.49551637191325,0.049221665499142,0.4713424162677672
3,24,car,18.90467878675554,126.40917115891352,0.0,0.0
3,25,car,80.63421753258444,281.8619819041341,0.8745562634137103,0.3904109651348089
3,26,car,47.61750003346242,-295.2980506666936,0.6657513244740974,0.3645000055799576
3,28,car,112.80669368896632,246.6466924897395,0.072545049554973,0.4758092209468502
3,29,car,77.8752651847899,232.9892884180881,0.039455680520417,0.4448615351669199
3,30,car,90.92987215192989,265.47048737760633,0.0,0.0
3,10,truck,109.32608199119568,246.6779094599188,0.5019104864528059,0.3949285004456534
