view_id,track_id,object_class,northing,easting,speed,stop_probability
1,1,truck,-38.72108312766068,299.23189222440124,0.0065984661759891,0.4582020482810707
1,2,car,84.41698765673209,-202.48923898953944,0.05666307262078759,0.4431832678764525
1,3,car,44.041361233685166,212.3366365460679,0.0565462605392129,0.4381617985500401
1,4,car,70.17147951689549,279.62738699885085,0.00141697426635566,0.472444539027662
1,6,car,79.77616574522108,-202.4477147446014,0.10071294046500093,0.4182802543496632
1,7,bus,79.06801299226936,-281.60862855473533,0.08784689584636073,0.46136610238796216
1,8,car,55.86388752993662,-281.40109389601275,0.0,0.0
1,10,car,79.75533350405749,-204.7759768771939,0.3902377500176845,0.3654828442619918
1,11,car,70.81405678391457,-37.04759808909148,0.0004398858325971,0.4724633970351433
1,12,car,77.70576131599955,-174.487804136239,0.06238487242737949,0.4727879286592227
1,13,car,-28.768279293202795,115.19416327308863,0.2425213575188321,0.3719917878017804
1,14,car,92.5175913341809,-204.8901671264321,0.0270905033565365,0.4685707869572688
1,15,truck,4.898019677610137,-271.6314353905618,0.3051152163623932,0.3645120706096941
1,16,car,82.38825506949797,-169.87281081127003,0.0180405911042574,0.471425809102411
1,17,car,-24.0230941871414,126.79393717786296,0.2560299839706328,0.3680376568423931
1,18,car,117.0485453606816,-186.48210214218125,0.0403564559830192,0.4683718493595528
1,21,car,77.86616048286669,-286.25477650621906,0.1690011541649154,0.3996687996942782
1,5,car,71.04342829319648,-11.436703935731202,0.0036297506190449977,0.47253351289193507
