track_id,view_id,northing,easting
1,2,-41.552066972944885,-275.87289492879063
1,2,-40.35020568175241,-271.2267212984152
2,2,-28.512462916434743,-115.32575162453576
2,2,-27.26888163248077,-106.02304185228422
2,2,-24.82339651044458,-92.07417273288593
2,2,-22.377902448526584,-78.12530675390735
2,2,-19.953246904769912,-66.50471700541675
2,2,-17.528585232561454,-54.88412986230105
2,2,-15.103917446103878,-43.26354532409459
8,2,84.5024475469254,195.6746734729968
9,2,49.5066399165662,-213.81913419626653
2,2,-11.519032926298678,-31.65335380611941
9,2,49.5066399165662,-213.81913419626653
2,2,-9.09435301227495,-20.032775111030787
2,2,-5.530310291796923,-10.750862217973918
9,2,47.22788804606535,-209.1418418972753
2,2,-3.105619551613927,0.8697108938358724
9,2,46.067680643405765,-209.13146120123565
2,2,0.4584313934901729,10.15161772025749
9,2,44.928304938133806,-206.79281453881413
2,2,4.022485836874694,19.433521455619484
2,2,6.447192119318061,31.054086008574814
2,2,10.0112547732424,40.33598368056119
9,2,41.48934645962436,-202.10513937985525
2,2,13.57532092090696,49.61787825729698
9,2,41.48934645962436,-202.10513937985525
2,2,15.95832056447398,56.58189597353339
9,2,40.34997128415853,-199.76649183267727
2,2,19.52239288284909,65.86378526687622
9,2,39.189763509784825,-199.7561106234789
2,2,23.065605954965577,72.81740310555324
2,2,25.469475726247765,82.10968325240538
2,2,29.01269318955019,89.06329646147788
9,2,36.93184691458009,-192.75054767169053
9,2,36.93184691458009,-192.75054767169053
2,2,38.48214802215807,109.93452039174736
2,2,40.865164833841845,116.89852329250424
9,2,35.81330634071492,-188.08363214693964
9,2,34.653098315233365,-188.07325029745687
9,2,34.673932386911474,-185.7449832083657
2,2,49.09095781855285,128.46706100646406
9,2,33.53455863788258,-183.40633401600644
9,2,33.55539323017001,-181.07806680351496
2,2,53.83613325073384,140.06678921775892
9,2,32.39518508850597,-181.06768457079303
2,2,56.19828769401647,144.70251903124154
9,2,32.41601993632503,-178.7394172330387
2,2,59.72064960957505,149.32784749101847
11,2,73.77741428278387,293.5657414044253
9,2,31.27664682397153,-176.4007674092427
2,2,62.08280543773435,153.9635749971494
11,2,72.63809532893356,295.9044125475921
9,2,31.27664682397153,-176.4007674092427
11,2,71.47788931091782,295.9148209011182
9,2,30.13727391581051,-174.06211732886732
11,2,70.33857050095685,298.2534924251959
9,2,30.158109534997493,-171.73384974338114
11,2,69.178364348365,298.2639009077102
9,2,28.997901212307625,-171.7234669988975
11,2,69.19925187714398,300.5921642030589
9,2,27.85852868994698,-169.38481641514227
11,2,68.03904566389974,300.6025728136301
9,2,27.879364824737426,-167.05654857913032
9,2,25.579784230561927,-164.70751448813826
11,2,64.60020249092486,305.2903262516484
9,2,24.440412298194133,-162.3688631444238
11,2,63.43999602692202,305.3007351192646
9,2,23.30104055639822,-160.0302115478553
9,2,23.32187772274483,-157.7019432107918
11,2,62.32156636286527,309.9676720886491
9,2,23.3635528171435,-153.04540654318407
9,2,21.063973273150623,-150.6963704214431
11,2,56.56231070298236,314.67624708637595
11,2,55.4229931384325,317.0149212772958
9,2,18.826909846509807,-141.36252728663385
9,2,17.68754010286648,-139.0238739256747
11,2,53.12346874724608,319.3640053588897
9,2,17.708379573654383,-136.69560497207567
11,2,51.984151512617245,321.70268018497154
9,2,16.589850276475772,-132.02868215274066
11,2,50.82394437468611,321.7130899508484
9,2,15.450481447973289,-129.69002803135663
11,2,48.50352989463136,321.73390948493034
9,2,15.492162689683028,-125.03348963381724
9,2,14.3527945674723,-122.69483500905336
9,2,13.234268165077085,-118.02791068563238
12,2,109.01288485236,211.75402593286708
9,2,12.115742715192027,-113.36098586022854
9,2,11.018061043228954,-106.36579084489496
9,2,9.920381615753286,-99.37059508357196
9,2,8.822704436955974,-92.37539857812226
9,2,7.725029502529651,-85.38020132714882
14,2,3.5428481427952647,-34.11669966345653
14,2,3.626253670779988,-24.803617640398443
14,2,2.528600732446648,-17.808414976112545
14,2,2.5911598707316443,-10.823603123426436
14,2,1.49351148144342,-3.8283993522636592
14,2,2.737140149460174,5.474291123915464
14,2,2.7997069638222456,12.459102904889733
14,2,2.8622760877478868,19.44391466863453
14,2,1.7646376879420131,26.439120007678863
14,2,1.8272114163264632,33.42393211275339
15,2,71.49877657939214,298.2430839436129
14,2,1.9106466348748647,42.737014886923134
15,2,71.49877657939214,298.2430839436129
14,2,0.8130158693529665,49.7322218157351
14,2,0.8755972738144919,56.71703423466533
15,2,69.19925187714398,300.5921642030589
14,2,0.959042732953094,66.03011742746457
15,2,68.03904566389974,300.6025728136301
14,2,1.0216295082354918,73.01492979796603
14,2,2.265291983843781,82.31761626945809
14,2,2.327884135185741,89.30242820968851
14,2,2.411343914922327,98.61551076360048
14,2,2.473941437434405,105.6003226558678
14,2,2.6200112804071978,121.898216992151
14,2,2.70348539436236,131.21129941847175
14,2,2.786963592283428,140.5243818075396
14,2,2.870445892913267,149.83746416075155
15,2,62.342455173959024,312.29593614069745
14,2,1.7937224686611444,159.16094734100625
15,2,61.18224858434405,312.3063453924842
14,2,3.016549761989154,166.13535818923265
15,2,60.02204194839578,312.3167546438053
14,2,3.1000433256849647,175.44844044046476
15,2,60.0429310197942,314.6450189454481
14,2,3.183540968922898,184.76152265584096
15,2,60.0429310197942,314.6450189454481
15,2,60.0429310197942,314.6450189454481
15,2,58.88272430479992,314.6554283257574
14,2,3.3505485496716574,203.38768697204068
15,2,58.9036136319628,316.9836927521974
14,2,3.434058482642285,212.7007690803148
15,2,57.74340687028598,316.99410226009786
14,2,3.517572504584677,222.013851148542
16,2,-45.09517563099507,-282.8265913571231
15,2,57.74340687028598,316.99410226009786
16,2,-43.87249151256401,-275.85214084526524
15,2,57.74340687028598,316.99410226009786
16,2,-43.830842386814766,-271.1955894087441
15,2,57.74340687028598,316.99410226009786
16,2,-42.608154490822926,-264.2211399516091
15,2,57.74340687028598,316.99410226009786
16,2,-43.705888885306194,-257.2259351555258
14,2,3.8307865610113367,256.9379085805267
15,2,56.5832000344526,317.00451176892966
16,2,-43.643408670905046,-250.24110805988312
14,2,5.074529730831273,266.2405837415717
15,2,56.5832000344526,317.00451176892966
16,2,-43.56009814841673,-240.92800529720265
14,2,5.158067296026275,275.55366509221494
15,2,56.5832000344526,317.00451176892966
16,2,-42.29574196436442,-229.29700648691505
14,2,5.241608945536427,284.8667464056052
15,2,56.5832000344526,317.00451176892966
16,2,-42.1915916595608,-217.65562877990303
16,2,-42.066602850332856,-203.6859756074845
16,2,-40.80222628253978,-192.0549796577543
16,2,-40.67722059285734,-178.08532740082592
16,2,-39.39199357526377,-164.12605838431045
16,2,-38.127595415804535,-152.49506607092917
16,2,-36.842351666186005,-138.5358001394197
16,2,-35.57793958147522,-126.90481062838808
16,2,-31.74297587247565,-87.35530130565166
16,2,-28.074725635699,-66.43199744587764
16,2,-26.768576705362648,-50.14446901436895
16,2,-23.10029048193246,-29.22117618797347
16,2,-17.090708461706527,-5.99040103238076
15,2,55.443882720777765,319.34318608464673
16,2,-13.48494777851738,7.948057835455984
15,2,54.28367577353493,319.3535957215354
16,2,-11.03938900155481,21.896905383560807
15,2,54.28367577353493,319.3535957215354
17,2,-45.05352804320864,-278.1700396523811
16,2,-8.614679717458785,33.51747794635594
15,2,54.28367577353493,319.3535957215354
17,2,-44.991054737824015,-271.1852121115662
16,2,-5.050613532075658,42.799381831195205
15,2,54.28367577353493,319.3535957215354
17,2,-46.08879155351315,-264.1900069117546
16,2,-1.486543839215301,52.08128262497485
15,2,53.12346874724608,319.3640053588897
17,2,-46.0054871639004,-254.87690307432783
16,2,0.9381809778278694,63.70184663264081
15,2,53.14435859478544,321.6922704190947
17,2,-47.06156338634901,-243.2251445003785
16,2,4.5022588858846575,72.98374135931954
15,2,53.14435859478544,321.6922704190947
17,2,-46.93659143871628,-229.2554881162941
16,2,6.906130747986026,82.27602964825928
15,2,53.14435859478544,321.6922704190947
17,2,-46.8116102773929,-215.28583181463185
16,2,10.449351291987114,89.22964895004407
15,2,53.14435859478544,321.6922704190947
17,2,-46.686619906686246,-201.3161755958572
16,2,14.01343885983806,98.5115353022702
15,2,53.14435859478544,321.6922704190947
17,2,-46.56162032671273,-187.34651945903897
16,2,17.5775299356319,107.79341856203972
15,2,53.14435859478544,321.6922704190947
17,2,-45.27639909368008,-173.38724605506286
16,2,19.9605483179912,114.75742858694866
15,2,53.14435859478544,321.6922704190947
17,2,-45.130543873412535,-157.08931498834863
16,2,23.503777439007536,121.7110382518731
15,2,53.14435859478544,321.6922704190947
17,2,-45.00551512814127,-143.11965987784788
16,2,27.04700826993212,128.6646456029266
15,2,53.14435859478544,321.6922704190947
17,2,-43.72026481770445,-129.16038992535323
16,2,30.59024081530515,135.6182506433688
15,2,53.14435859478544,321.6922704190947
17,2,-42.43500538670924,-115.20112158730626
16,2,32.97326695697848,142.58225333038718
15,2,53.14435859478544,321.6922704190947
17,2,-41.12889317702502,-98.9135794355534
16,2,36.49563219503034,147.2075872439891
15,2,53.14435859478544,321.6922704190947
16,2,38.87866152904462,154.1715867142193
15,2,51.984151512617245,321.70268018497154
17,2,-38.55832555517554,-70.99505109619349
16,2,42.40102835104335,158.79691742546856
15,2,51.984151512617245,321.70268018497154
16,2,44.76318813790567,163.43264769762754
15,2,50.82394437468611,321.7130899508484
17,2,-34.827509535243735,-43.08691899385303
16,2,48.285556042799726,168.05797559721395
15,2,50.82394437468611,321.7130899508484
17,2,-32.38198208389804,-29.13805178320036
16,2,51.82879810873419,175.0115671637468
16,2,54.1909604415996,179.6472935914062
15,2,50.84483447298408,324.0413552671671
16,2,57.69245562586002,181.9443521937356
15,2,50.82394437468611,321.7130899508484
17,2,-23.92684641177766,8.04159111250192
16,2,60.05461884161923,186.58007657295093
15,2,49.68462726077996,324.0517651611008
16,2,62.39590731076896,188.88753588451075
15,2,49.68462726077996,324.0517651611008
17,2,-17.896365023683757,33.60062983678654
16,2,64.75807154900394,193.5232584695332
15,2,49.68462726077996,324.0517651611008
17,2,-14.311437826720066,45.2108102645725
16,2,68.2804428038653,198.1485770274885
15,2,49.68462726077996,324.0517651611008
17,2,-10.747365559567696,54.49271472962573
16,2,70.6217316496186,200.4560341681353
15,2,48.52441999781877,324.0621750559658
17,2,-7.162428033654578,66.10288779297844
16,2,72.96302049956284,202.76349079515785
15,2,48.52441999781877,324.0621750559658
17,2,-2.417274620849639,77.70266057550907
15,2,48.52441999781877,324.0621750559658
17,2,1.1468099823687226,86.984554477036
15,2,48.545310356188565,326.39044061815366
17,2,4.710898080142215,96.26644528703764
15,2,48.545310356188565,326.39044061815366
17,2,8.274989681201987,105.54833300504832
16,2,79.98688703181688,209.6858576303348
15,2,47.38510302314535,326.4008506410755
17,2,11.81821766856592,112.50194803252816
16,2,82.32817588199396,211.9933122200892
17,2,15.38231524953153,121.78382996236904
16,2,87.01075356849469,216.60821987362576
16,2,88.19183729763608,218.92607706831768
17,2,23.62899001513142,135.680648106616
16,2,90.51224745635407,218.90526879392564
17,2,27.172225432121195,142.63425312191248
16,2,91.693331241142,221.2231254810468
17,2,30.71546256367583,149.587855826132
15,2,47.405993632622994,328.7291163317859
17,2,34.2378297066316,154.21318908501416
17,2,37.78106950514484,161.1667875573039
17,2,42.50539189891424,170.43824859382585
17,2,49.5501319601899,179.6889015431516
16,2,102.19781119027176,228.1142661459744
17,2,54.23270967463032,184.30382347432896
18,2,77.23714502644725,291.20625432161614
16,2,103.35801554482896,228.10386150470003
17,2,58.936162901925854,191.2470077886246
17,2,62.45853460300714,195.87232800060883
17,2,65.96003021020442,198.16938302852213
16,2,110.36100019339938,232.69795121857896
19,2,-45.09517563099507,-282.8265913571231
19,2,-43.830842386814766,-271.1955894087441
19,2,-42.587328787194565,-261.89286437118426
19,2,-43.68506240576971,-254.89765945449471
19,2,-42.46236913860776,-247.92321094078943
19,2,-42.37905759830028,-238.61010869406164
19,2,-41.11470020201523,-226.97911066003144
19,2,-39.82950539328158,-213.0198386805132
19,2,-38.54430146340746,-199.06056831264868
19,2,-38.419300401583314,-185.0909175449051
19,2,-35.99470187409315,-173.4703072635457
19,2,-35.86968393158168,-159.500658177305
19,2,-33.42423313250765,-145.55177752953023
19,2,-32.13898506190162,-131.59251507977024
20,2,-10.025171388522722,5.588608089834452
20,2,-7.600471192854457,17.209181879181415
20,2,-4.015554673736915,28.81935933884233
20,2,-0.4306323648197576,40.42953292140737
20,2,1.994085947284475,52.05009762523696
20,2,5.558158553671092,61.331993801984936
20,2,9.122234658920206,70.61388688348234
20,2,12.686314267339185,79.89577687997371
20,2,15.111052833148278,91.51633005402982
20,2,18.654275072854944,98.46994513319804
20,2,22.218365368433297,107.7518263598904
20,2,25.76159181282856,114.70543642807752
20,2,29.32568808353972,123.98731186334044
20,2,32.868918705615215,130.94091692520306
20,2,35.251943072187714,137.9049193756655
20,2,38.77430690720212,142.53025355329737
20,2,42.317542110336944,149.48385244980454
20,2,44.67969987133984,154.11958376364782
20,2,48.22293792711571,161.07317880913615
20,2,51.74530475423671,165.69850633246824
20,2,55.288545467774384,172.6520971460268
20,2,57.6507069086656,177.28782307496294
22,2,-47.31147964915726,-271.1644575148821
22,2,-47.24900403479114,-264.17962923040614
22,2,-47.18652612459846,-257.1948009664193
22,2,-48.2842584423488,-250.19959427649155
22,2,-48.2217759185005,-243.21476567117497
22,2,-46.95742073375732,-231.58376417448744
22,2,-46.83244111028034,-217.6141078593209
22,2,-45.56807193090208,-205.98310852842403
22,2,-44.28286304790527,-192.02383476216343
22,2,-44.157857339596376,-178.05418021045625
22,2,-42.872630117461085,-164.09490890055895
22,2,-42.76844398851972,-152.4535308764316
22,2,-41.48319995542988,-138.49426188739017
22,2,-40.19794679211918,-124.5349945104681
22,2,-38.912684484850615,-110.5757287456654
22,2,-37.6274130520178,-96.61646459298208
22,2,-35.20276601135265,-84.99586444022134
22,2,-33.91747791180387,-71.03660413436592
22,2,-31.471968995407224,-57.08773446269333
22,2,-30.20751245366409,-45.45675236266106
22,2,-27.76198707043659,-31.50788793899119
22,2,-22.95432435162365,-12.923262177500874
22,2,-16.944724461529404,10.307508351746948
22,2,-13.31809564807918,26.574236809741706
22,2,-9.733173046610318,38.18441587267444
23,2,-8.920373867382295,-259.86554864421487
22,2,-6.148244651034474,49.794591058045626
23,2,-8.899547680746764,-257.5372767653316
22,2,-2.563310465891845,61.40476236632094
23,2,-8.816240359446965,-248.2241892791353
22,2,1.0007669958285987,70.6866590064019
23,2,-8.732928949175403,-238.91110182227567
22,2,4.564847961417399,79.96855256147683
22,2,8.12893241608981,89.25044302176684
23,2,-8.56629384367261,-220.28492702636868
22,2,11.693020379170775,98.53233039006592
23,2,-8.48297015298158,-210.9718396831304
22,2,15.257111835991964,107.81421466683967
23,2,-8.399642368778586,-201.65875237621367
22,2,21.16249211062677,119.40356730483472
23,2,-7.114432654343545,-187.69950335472825
22,2,25.88679977064021,128.67504479782656
23,2,-6.9894240975845605,-173.7298733079806
22,2,29.45090215606615,137.95691788662225
23,2,-6.906079934677109,-164.4167866576463
22,2,32.99413737352006,144.9105206048116
23,2,-6.822731683263555,-155.10370004735887
22,2,36.53737430018373,151.8641210156493
23,2,-5.579169054632075,-145.80099763162434
22,2,40.05974100634921,156.48945262096822
23,2,-5.495812620501965,-136.48791160108522
22,2,43.58210815372877,161.11478269146755
23,2,-5.412452097632922,-127.174825607799
22,2,45.944268317194656,165.75051245372742
23,2,-4.168877272168174,-117.87212534528226
22,2,50.64771722804289,172.69370356528088
23,2,-4.085508562508039,-108.55903993500397
22,2,54.17008620628621,177.3190286499448
23,2,-2.8419256245251745,-99.25634127436206
22,2,56.53224878537003,181.9547543069348
23,2,-1.598338681156747,-89.95364367030561
25,2,50.23029644531198,126.12839644495398
27,2,-3.633801947813481,-187.7306489609182
27,2,-2.3902538439724594,-178.42794616427273
27,2,-2.3069117536069825,-169.1148615325801
27,2,-2.202728379983455,-157.4735057982616
28,2,69.19925187714398,300.5921642030589
29,2,-43.97660983167589,-287.49351947940886
30,2,-5.606343144434504,-278.52285444224253
29,2,-43.95578667882364,-285.1652437457815
29,2,-42.75392730219755,-280.51906907744706
29,2,-41.552066972944885,-275.87289492879063
29,2,-41.53124254243448,-273.5446194615215
30,2,-7.760163467959501,-259.87592656118795
29,2,-41.4895929149352,-268.88806854281574
30,2,-6.537473811069503,-252.9014896149747
29,2,-41.447942260536365,-264.2315176301636
30,2,-6.454164454364218,-243.58840316394344
29,2,-42.587328787194565,-261.89286437118426
30,2,-6.370851004496217,-234.27531674597407
32,2,39.47543042479083,91.2979898126796
29,2,-42.5456765856361,-257.2363132177852
30,2,-6.26670344080776,-222.63395878206936
29,2,-42.50402338022832,-252.5797620727681
30,2,-6.183380781905726,-213.3208724497817
29,2,-42.48319638974499,-250.2514865039848
30,2,-6.100054024369456,-204.0077861538157
25,2,48.944882924784906,112.16920241853222
29,2,-42.42071387486067,-243.2666598111391
30,2,-5.995889822021127,-192.36642833566293
29,2,-42.37905759830028,-238.61010869406164
30,2,-4.731508998433128,-180.7354528256692
25,2,51.32789934182074,119.13320162147284
29,2,-42.29574196436442,-229.29700648691505
30,2,-4.648167920880951,-171.42236716486514
25,2,53.690049435943365,123.7689342792146
29,2,-42.23325254535303,-222.3121798560024
30,2,-3.404612587299198,-162.11966481478885
29,2,-42.17076082190033,-215.3273532460444
30,2,-3.300425371155143,-150.47830847790465
25,2,57.25414513528813,133.05079595185816
29,2,-42.10826680273749,-208.34252665936947
30,2,-3.196231761481613,-138.83695219783112
29,2,-42.024937866139226,-199.0294245681725
30,2,-1.9526621913537383,-129.53425227012485
29,2,-41.96243848046288,-192.0445980266668
30,2,-0.6882470536511391,-117.90328242303804
29,2,-40.718890176853165,-182.74187814397737
30,2,-0.6048783579608425,-108.59019854292274
29,2,-40.65638541523367,-175.7570520332083
